3005,188,209
3006,24910,210
3009,357,213
3010,60437,214
3022,1,218
3023,2,222
3024,3,226
3025,4,230
3026,5,234
3027,6,238
3028,7,242
3029,8,246
3032,7124,250
3033,7125,253
3044,3,258
